region,year,model,30,60,90,120,180,270,360,365,ISL,IISL,mid90,-270,-180,-120,-90,-60,-30
28,2011,FeedForwardNN,4.033579724806821,2.3307043623997132,1.6250230246619193,1.2625262219565565,0.8817669906085223,0.6199538231794128,0.516054977416222,0.5148910433057166,0.13851095655512513,0.09632748832119381,0.09499093880202554,0.15172119789360947,0.1590729400988591,0.19769445274726222,0.21580925620668565,0.23207608551158732,0.28016393669089207
28,2012,HBA,,,,,,,,,,,,,,,,,
28,2012,Alaton,,,,,,,,,,,,,,,,,
28,2012,Benth,,,,,,,,,,,,,,,,,
28,2012,XGB,,,,,,,,,,,,,,,,,
28,2012,RandomForest,,,,,,,,,,,,,,,,,
28,2012,SVM,1.3175799022064771,1.1347683963760389,1.0893455135728465,0.9940334065174412,0.8434757567027792,0.7080472430360372,0.7190726892499562,0.7238863041610135,0.5976059998327121,0.4371902157025527,0.4706334665641424,0.600806324573941,0.6118544243172706,0.7010069175822196,0.787414705842486,0.8957900046891042,1.0201379554168697
28,2012,KNN,2.3924673710855426,2.144414166146501,1.9171769753294046,1.7422015579253771,1.4372786961481898,1.1767773978101104,1.209103103809206,1.2134391350191722,0.9573804169669752,0.6557748011339511,0.7070579513680288,0.9759480214634713,1.0043218738588244,1.186359650302397,1.349951073440211,1.571794316706783,1.8404021391907546
28,2012,LSTM,0.7079404258517515,1.0947600407035494,0.7912257393012014,0.6527843621750797,0.48638953049420164,0.3593842627541116,0.3760549098074904,0.3754631997728424,0.18155332168720184,0.10537372727393145,0.11503921980082962,0.23788361212876938,0.2722423552162068,0.3593098548404027,0.4382763579203937,0.5649881733117874,0.8694890090618734
28,2012,FeedForwardNN,0.6891381510912867,1.1032096449112276,0.8045955017992004,0.6796126069883329,0.5080228009392737,0.37199304265528876,0.39387189060052447,0.3914060961752467,0.21145010007934711,0.09993352608731902,0.11769057295330045,0.25332095930900955,0.2826475937769856,0.37934040031155775,0.4636091774432714,0.5901952162409428,0.9202402054707126
28,2013,HBA,,,,,,,,,,,,,,,,,
28,2013,Alaton,,,,,,,,,,,,,,,,,
28,2013,Benth,,,,,,,,,,,,,,,,,
28,2013,XGB,,,,,,,,,,,,,,,,,
28,2013,RandomForest,,,,,,,,,,,,,,,,,
28,2013,SVM,7.031532879676678,4.266375771989825,3.147336400417512,2.5304294789237507,1.8434625590626776,1.3773643755220653,1.2216771689651724,1.2188354579266012,0.5395887177078429,0.4451680084408399,0.4455010454492614,0.5893675328937857,0.6166048828233396,0.7030001699583556,0.7786179538453376,0.8702068941979401,0.9940483111173422
28,2013,KNN,39.76952914784997,21.87967657549118,15.786361143954386,12.159531603247336,8.376452278900116,5.809646503077625,4.673341495593758,4.631770929468475,0.9665434138458467,0.6760349514326377,0.7160871054059206,0.9661442654101619,0.9968478997941291,1.1635977494911005,1.3108499021180824,1.508033798001098,1.670310909204963
28,2013,LSTM,41.33194951693036,21.445403141136737,15.100145863089287,11.443639266743947,7.674061000191471,5.1468896949403025,3.9152286956921376,3.8629669514216625,0.2479761372936577,0.09254708443796845,0.11612697712386011,0.16650203774778483,0.1553436443544399,0.1962150600162031,0.22290744435817933,0.2389608993807056,0.22273369709405813
28,2013,FeedForwardNN,38.5947372588469,19.909525466634822,14.119328365274656,10.723424316341749,7.190679738485276,4.823392603035979,3.6762265805374663,3.627926819058024,0.2620311116958963,0.0888183321373795,0.10857550282708633,0.17059232656849055,0.16339233998931077,0.20554437242655899,0.24038547117873893,0.2550793770562654,0.2334078162393298
28,2014,HBA,,,,,,,,,,,,,,,,,
28,2014,Alaton,,,,,,,,,,,,,,,,,
28,2014,Benth,,,,,,,,,,,,,,,,,
28,2014,XGB,,,,,,,,,,,,,,,,,
28,2014,RandomForest,,,,,,,,,,,,,,,,,
28,2014,SVM,1.2405880690573587,1.246188553395474,1.1894597214759524,1.1054985525591396,0.9332702073902851,0.7742153667857806,0.7903340665709473,0.7996875729840088,0.6770806933046181,0.45610568557677145,0.5076091813441189,0.6663537295114763,0.6744442997876454,0.7987718143082833,0.8869359847128133,1.0075742078971923,1.1475120121311335
28,2014,KNN,1.8099987893401293,1.781316441525899,1.6779080198557779,1.5479805717363162,1.308753657629044,1.093484278777711,1.1275932896624297,1.1587691646456915,0.9395992954023101,0.6629455210750451,0.7205615328728068,0.9843793030745402,1.0214808240278497,1.2149283066870802,1.3742654778788812,1.6015749974058557,1.9618664581508802
28,2014,LSTM,0.28743983998839406,0.23321107132309604,0.23837903911760377,0.20802621847335823,0.17111812040751137,0.14430233593859623,0.16237447550525125,0.18956994712038144,0.10385720169741894,0.09067076700076598,0.08109494186476059,0.17432554840889608,0.21112158505885775,0.2732775916526171,0.3336303259178205,0.4288930600125864,0.7053398771719006
28,2014,FeedForwardNN,0.31840398756188565,0.26866862575628364,0.2798879194836054,0.2508505728143355,0.19795390279792374,0.16335137119254406,0.17867066055560651,0.20043682266246546,0.11601988611224205,0.0941463079817846,0.08219877119583147,0.17421088036018909,0.20679953968116685,0.26894254126925016,0.31681062217860945,0.40788073932858665,0.6578466379225336
28,2015,HBA,,,,,,,,,,,,,,,,,
28,2015,Alaton,,,,,,,,,,,,,,,,,
28,2015,Benth,,,,,,,,,,,,,,,,,
